#GO	N_DIS	TOT_DIS	PERC_DIS	N_NEU	TOT_NEU	PERC	NEU	LOG_ODDS	DESCRIPTION
GO:0060415	2	65	3.08	0	389	0.00	3076923076.92	31.52	(BP) muscle tissue morphogenesis
GO:0070022	2	65	3.08	0	389	0.00	3076923076.92	31.52	(CC) transforming growth factor beta receptor complex
GO:0070141	2	65	3.08	0	389	0.00	3076923076.92	31.52	(BP) response to UV-A
GO:0070723	2	65	3.08	0	389	0.00	3076923076.92	31.52	(BP) response to cholesterol
GO:0090109	2	65	3.08	0	389	0.00	3076923076.92	31.52	(BP) regulation of cell-substrate junction assembly
GO:0001525	3	65	4.62	0	389	0.00	4615384615.38	32.10	(BP) angiogenesis
GO:0001871	3	65	4.62	0	389	0.00	4615384615.38	32.10	(MF) pattern binding
GO:0003002	3	65	4.62	0	389	0.00	4615384615.38	32.10	(BP) regionalization
GO:0005539	3	65	4.62	0	389	0.00	4615384615.38	32.10	(MF) glycosaminoglycan binding
GO:0009952	3	65	4.62	0	389	0.00	4615384615.38	32.10	(BP) anterior/posterior pattern formation
GO:0030246	3	65	4.62	0	389	0.00	4615384615.38	32.10	(MF) carbohydrate binding
GO:0030247	3	65	4.62	0	389	0.00	4615384615.38	32.10	(MF) polysaccharide binding
GO:0032388	3	65	4.62	0	389	0.00	4615384615.38	32.10	(BP) positive regulation of intracellular transport
GO:0033158	3	65	4.62	0	389	0.00	4615384615.38	32.10	(BP) regulation of protein import into nucleus, translocation
GO:0033160	3	65	4.62	0	389	0.00	4615384615.38	32.10	(BP) positive regulation of protein import into nucleus, translocation
GO:0042306	3	65	4.62	0	389	0.00	4615384615.38	32.10	(BP) regulation of protein import into nucleus
GO:0042562	3	65	4.62	0	389	0.00	4615384615.38	32.10	(MF) hormone binding
GO:0045428	3	65	4.62	0	389	0.00	4615384615.38	32.10	(BP) regulation of nitric oxide biosynthetic process
GO:0045429	3	65	4.62	0	389	0.00	4615384615.38	32.10	(BP) positive regulation of nitric oxide biosynthetic process
GO:0048729	3	65	4.62	0	389	0.00	4615384615.38	32.10	(BP) tissue morphogenesis
GO:0051222	3	65	4.62	0	389	0.00	4615384615.38	32.10	(BP) positive regulation of protein transport
GO:0090316	3	65	4.62	0	389	0.00	4615384615.38	32.10	(BP) positive regulation of intracellular protein transport
GO:0007389	4	65	6.15	0	389	0.00	6153846153.85	32.52	(BP) pattern specification process
GO:0010594	4	65	6.15	0	389	0.00	6153846153.85	32.52	(BP) regulation of endothelial cell migration
GO:0050431	4	65	6.15	0	389	0.00	6153846153.85	32.52	(MF) transforming growth factor beta binding
GO:0050679	4	65	6.15	0	389	0.00	6153846153.85	32.52	(BP) positive regulation of epithelial cell proliferation
GO:0051896	4	65	6.15	0	389	0.00	6153846153.85	32.52	(BP) regulation of protein kinase B signaling cascade
GO:0051897	4	65	6.15	0	389	0.00	6153846153.85	32.52	(BP) positive regulation of protein kinase B signaling cascade
GO:0048646	5	65	7.69	0	389	0.00	7692307692.31	32.84	(BP) anatomical structure formation involved in morphogenesis
